title,artist,artistBio,gender,date,medium,artUrl,imageUrl
"""Ex Act""",John Covert,"American, 1882–1960",Male,1919,Oil on plywood and board,http://www.moma.org/collection/works/78987,http://www.moma.org/media/W1siZiIsIjEyMzA3NyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=681dc0f60051d6b2
Of Previous Dissipations,Ree Morton,"American, 1936–1977",Female,1974,Oil on wood with celastic,http://www.moma.org/collection/works/79292,http://www.moma.org/media/W1siZiIsIjEyNDAxNCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=c54f4db0953f312d
The Hunter (Catalan Landscape),Joan Miró,"Spanish, 1893–1983",Male,"Montroig, July 1923-winter 1924",Oil on canvas,http://www.moma.org/collection/works/78756,http://www.moma.org/media/W1siZiIsIjEyNDkzMyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=d9ae0b8090e01f76
The Violinist (Le Violoniste),Jean Dubuffet,"French, 1901–1985",Male,March 1944,Oil on canvas,http://www.moma.org/collection/works/80124,http://www.moma.org/media/W1siZiIsIjEyODE4NCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=7902943e3787164e
The Mirror,Richard Lindner,"American, born Germany. 1901–1978",Male,1958,Oil and encaustic on canvas,http://www.moma.org/collection/works/78652,http://www.moma.org/media/W1siZiIsIjEyOTUiXSxbInAiLCJjb252ZXJ0IiwiLXJlc2l6ZSAzMDB4MzAwXHUwMDNlIl1d.jpg?sha=12aeadb11859e864
The Starry Night,Vincent van Gogh,"Dutch, 1853–1890",Male,"Saint Rémy, June 1889",Oil on canvas,http://www.moma.org/collection/works/79802,http://www.moma.org/media/W1siZiIsIjEzMzA3NSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=ddf906f8cf4a531b
Not Titled,Richard Wright,"British, born 1960",Male,2005,Gouache on wall,http://www.moma.org/collection/works/100121,http://www.moma.org/media/W1siZiIsIjEzMzg2MSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=b19a56c9d741b5d0
Still Life with Old Shoe,Joan Miró,"Spanish, 1893–1983",Male,"Paris, January 24-May 29, 1937",Oil on canvas,http://www.moma.org/collection/works/80555,http://www.moma.org/media/W1siZiIsIjEzMzM4OCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=da7b0f0ca0246df2
One Painting in Four Elements for One Wall,Daniel Buren,"French, born 1938",Male,1969-77,"Synthetic polymer paint on striped cotton fabric, in four parts",http://www.moma.org/collection/works/79212,http://www.moma.org/media/W1siZiIsIjEzNDA0NyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=0e9fa75129a6b05c
The Freshman,Batiste Madalena,"American, 1902–1988",Male,1925,Tempera and paper on poster board,http://www.moma.org/collection/works/118892,http://www.moma.org/media/W1siZiIsIjEzNDc0MSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=666466edd287b651
The Noose,Batiste Madalena,"American, 1902–1988",Male,c. 1928,Tempera on poster board,http://www.moma.org/collection/works/118896,http://www.moma.org/media/W1siZiIsIjEzNDc0NSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=acb0f07241801f3e
Underworld,"Batiste Madalena, Josef von Sternberg","American, 1902–1988 Austrian, born Austria–Hungary Vienna. 1894–1969",Male Male,c. 1927,Tempera on poster board,http://www.moma.org/collection/works/118898,http://www.moma.org/media/W1siZiIsIjEzNDc0NyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=2d05ffd2c1c0663b
The Unknown,Batiste Madalena,"American, 1902–1988",Male,1927,Tempera on poster board,http://www.moma.org/collection/works/118899,http://www.moma.org/media/W1siZiIsIjEzNDc0OCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=2c4c1381ade9095b
"A, C And D From Group/And",Dorothea Rockburne,"American, born Canada 1932",Female,1970,"Paper, chipboard, nails, and graphite",http://www.moma.org/collection/works/78588,http://www.moma.org/media/W1siZiIsIjEzNjEwMyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=ba905e72c5307785
Flag,Jasper Johns,"American, born 1930",Male,1954-55  (dated on reverse 1954),"Encaustic, oil, and collage on fabric mounted on plywood, three panels",http://www.moma.org/collection/works/78805,http://www.moma.org/media/W1siZiIsIjEzNjM3NyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=ea4d5e5949813cff
I Got Up...,On Kawara,"Japanese, 1933–2014",Male,1977,Ink and stamps on postcards,http://www.moma.org/collection/works/79546,http://www.moma.org/media/W1siZiIsIjEzNjMxNSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=fbf6ad0392f98ee3
I Got Up...,On Kawara,"Japanese, 1933–2014",Male,1977,Ink and stamps on postcard,http://www.moma.org/collection/works/186364,http://www.moma.org/media/W1siZiIsIjEzNjMxNSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=fbf6ad0392f98ee3
I Got Up...,On Kawara,"Japanese, 1933–2014",Male,1977,Ink and stamps on postcard,http://www.moma.org/collection/works/186365,http://www.moma.org/media/W1siZiIsIjEzNjMxNSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=fbf6ad0392f98ee3
I Got Up...,On Kawara,"Japanese, 1933–2014",Male,1977,Ink and stamps on postcard,http://www.moma.org/collection/works/186366,http://www.moma.org/media/W1siZiIsIjEzNjMxNSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=fbf6ad0392f98ee3
I Got Up...,On Kawara,"Japanese, 1933–2014",Male,1977,Ink and stamps on postcard,http://www.moma.org/collection/works/186367,http://www.moma.org/media/W1siZiIsIjEzNjMxNSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=fbf6ad0392f98ee3
I Got Up...,On Kawara,"Japanese, 1933–2014",Male,1977,Ink and stamps on postcard,http://www.moma.org/collection/works/186368,http://www.moma.org/media/W1siZiIsIjEzNjMxNSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=fbf6ad0392f98ee3
I Got Up...,On Kawara,"Japanese, 1933–2014",Male,1977,Ink and stamps on postcard,http://www.moma.org/collection/works/186369,http://www.moma.org/media/W1siZiIsIjEzNjMxNSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=fbf6ad0392f98ee3
I Got Up...,On Kawara,"Japanese, 1933–2014",Male,1977,Ink and stamps on postcard,http://www.moma.org/collection/works/186370,http://www.moma.org/media/W1siZiIsIjEzNjMxNSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=fbf6ad0392f98ee3
I Got Up...,On Kawara,"Japanese, 1933–2014",Male,1977,Ink and stamps on postcard,http://www.moma.org/collection/works/186371,http://www.moma.org/media/W1siZiIsIjEzNjMxNSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=fbf6ad0392f98ee3
I Got Up...,On Kawara,"Japanese, 1933–2014",Male,1977,Ink and stamps on postcard,http://www.moma.org/collection/works/186372,http://www.moma.org/media/W1siZiIsIjEzNjMxNSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=fbf6ad0392f98ee3
I Got Up...,On Kawara,"Japanese, 1933–2014",Male,1977,Ink and stamps on postcard,http://www.moma.org/collection/works/186373,http://www.moma.org/media/W1siZiIsIjEzNjMxNSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=fbf6ad0392f98ee3
I Got Up...,On Kawara,"Japanese, 1933–2014",Male,1977,Ink and stamps on postcard,http://www.moma.org/collection/works/186374,http://www.moma.org/media/W1siZiIsIjEzNjMxNSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=fbf6ad0392f98ee3
I Got Up...,On Kawara,"Japanese, 1933–2014",Male,1977,Ink and stamps on postcard,http://www.moma.org/collection/works/186375,http://www.moma.org/media/W1siZiIsIjEzNjMxNSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=fbf6ad0392f98ee3
I Got Up...,On Kawara,"Japanese, 1933–2014",Male,1977,Ink and stamps on postcard,http://www.moma.org/collection/works/186376,http://www.moma.org/media/W1siZiIsIjEzNjMxNSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=fbf6ad0392f98ee3
I Got Up...,On Kawara,"Japanese, 1933–2014",Male,1977,Ink and stamps on postcard,http://www.moma.org/collection/works/186377,http://www.moma.org/media/W1siZiIsIjEzNjMxNSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=fbf6ad0392f98ee3
I Got Up...,On Kawara,"Japanese, 1933–2014",Male,1977,Ink and stamps on postcard,http://www.moma.org/collection/works/186378,http://www.moma.org/media/W1siZiIsIjEzNjMxNSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=fbf6ad0392f98ee3
I Got Up...,On Kawara,"Japanese, 1933–2014",Male,1977,Ink and stamps on postcard,http://www.moma.org/collection/works/186379,http://www.moma.org/media/W1siZiIsIjEzNjMxNSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=fbf6ad0392f98ee3
I Got Up...,On Kawara,"Japanese, 1933–2014",Male,1977,Ink and stamps on postcard,http://www.moma.org/collection/works/186380,http://www.moma.org/media/W1siZiIsIjEzNjMxNSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=fbf6ad0392f98ee3
I Got Up...,On Kawara,"Japanese, 1933–2014",Male,1977,Ink and stamps on postcard,http://www.moma.org/collection/works/186381,http://www.moma.org/media/W1siZiIsIjEzNjMxNSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=fbf6ad0392f98ee3
I Got Up...,On Kawara,"Japanese, 1933–2014",Male,1977,Ink and stamps on postcard,http://www.moma.org/collection/works/186382,http://www.moma.org/media/W1siZiIsIjEzNjMxNSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=fbf6ad0392f98ee3
I Got Up...,On Kawara,"Japanese, 1933–2014",Male,1977,Ink and stamps on postcard,http://www.moma.org/collection/works/186383,http://www.moma.org/media/W1siZiIsIjEzNjMxNSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=fbf6ad0392f98ee3
I Got Up...,On Kawara,"Japanese, 1933–2014",Male,1977,Ink and stamps on postcard,http://www.moma.org/collection/works/186384,http://www.moma.org/media/W1siZiIsIjEzNjMxNSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=fbf6ad0392f98ee3
I Got Up...,On Kawara,"Japanese, 1933–2014",Male,1977,Ink and stamps on postcard,http://www.moma.org/collection/works/186385,http://www.moma.org/media/W1siZiIsIjEzNjMxNSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=fbf6ad0392f98ee3
I Got Up...,On Kawara,"Japanese, 1933–2014",Male,1977,Ink and stamps on postcard,http://www.moma.org/collection/works/186386,http://www.moma.org/media/W1siZiIsIjEzNjMxNSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=fbf6ad0392f98ee3
I Got Up...,On Kawara,"Japanese, 1933–2014",Male,1977,Ink and stamps on postcard,http://www.moma.org/collection/works/186387,http://www.moma.org/media/W1siZiIsIjEzNjMxNSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=fbf6ad0392f98ee3
I Got Up...,On Kawara,"Japanese, 1933–2014",Male,1977,Ink and stamps on postcard,http://www.moma.org/collection/works/186388,http://www.moma.org/media/W1siZiIsIjEzNjMxNSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=fbf6ad0392f98ee3
I Got Up...,On Kawara,"Japanese, 1933–2014",Male,1977,Ink and stamps on postcard,http://www.moma.org/collection/works/186389,http://www.moma.org/media/W1siZiIsIjEzNjMxNSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=fbf6ad0392f98ee3
I Got Up...,On Kawara,"Japanese, 1933–2014",Male,1977,Ink and stamps on postcard,http://www.moma.org/collection/works/186390,http://www.moma.org/media/W1siZiIsIjEzNjMxNSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=fbf6ad0392f98ee3
Untitled,Ronald Bladen,"American, 1918–1988",Male,1960-61,"Oil and nails on composition board, three parts",http://www.moma.org/collection/works/79136,http://www.moma.org/media/W1siZiIsIjEzNTA4NSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=66a54d172b33ea60
The Pony Express,Batiste Madalena,"American, 1902–1988",Male,1925,Tempera on poster board,http://www.moma.org/collection/works/118992,http://www.moma.org/media/W1siZiIsIjEzNTI0OCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=6209d895ebcf6da3
Color Structure,Joaquín Torres-García,"Uruguayan, 1874–1949",Male,1930,Oil on canvas,http://www.moma.org/collection/works/91518,http://www.moma.org/media/W1siZiIsIjEzNTQ1MiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=d043d0cb295df1e1
Untitled,Al Held,"American, 1928–2005",Male,1959,Synthetic polymer paint on paper mounted on canvas,http://www.moma.org/collection/works/118982,http://www.moma.org/media/W1siZiIsIjEzODkyMyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=21e9dff5bbed1308
I Still Use Brushes,Arman,"American, born France. 1928–2005",Male,1969,"Brushes embedded in plastic, in acrylic box",http://www.moma.org/collection/works/95061,http://www.moma.org/media/W1siZiIsIjEzOTM2MyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=2f7e838067a0f3fb
Portrait of Mme Zamaron,Suzanne Valadon,"French, 1865–1938",Female,1922,Oil on canvas,http://www.moma.org/collection/works/80011,http://www.moma.org/media/W1siZiIsIjg0MDEiXSxbInAiLCJjb252ZXJ0IiwiLXJlc2l6ZSAzMDB4MzAwXHUwMDNlIl1d.jpg?sha=d59fb8721d4ba011
Bookworms Harvest,Robert Rauschenberg,"American, 1925–2008",Male,1998,Vegetable dye transfer on paper on metal,http://www.moma.org/collection/works/78899,http://www.moma.org/media/W1siZiIsIjg0MDY4Il0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=cfee9b2cc7370312
Perseverance,Francesco Clemente,"Italian, born 1952",Male,1981,Oil on canvas,http://www.moma.org/collection/works/84178,http://www.moma.org/media/W1siZiIsIjg0MzE2Il0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=ab60a017a4105b81
Mirror #10,Roy Lichtenstein,"American, 1923–1997",Male,1970,Oil and synthetic polymer paint on canvas,http://www.moma.org/collection/works/84184,http://www.moma.org/media/W1siZiIsIjg0MzE3Il0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=2c1761cf7f24c4fb
Blue Monochrome,Yves Klein,"French, 1928–1962",Male,1961,Dry pigment in synthetic polymer medium on cotton over plywood,http://www.moma.org/collection/works/80103,http://www.moma.org/media/W1siZiIsIjg3MjkiXSxbInAiLCJjb252ZXJ0IiwiLXJlc2l6ZSAzMDB4MzAwXHUwMDNlIl1d.jpg?sha=5ae6f48870b13cca
Abode V (with Stairs and Numerous Rooms),Jean Dubuffet,"French, 1901–1985",Male,April 1966,Vinyl paint on canvas,http://www.moma.org/collection/works/80118,http://www.moma.org/media/W1siZiIsIjg3NjEiXSxbInAiLCJjb252ZXJ0IiwiLXJlc2l6ZSAzMDB4MzAwXHUwMDNlIl1d.jpg?sha=aa3cff633c52ec49
Target with Four Faces,Jasper Johns,"American, born 1930",Male,1955,Encaustic on newspaper and cloth over canvas surmounted by four tinted-plaster faces in wood box with hinged front,http://www.moma.org/collection/works/78393,http://www.moma.org/media/W1siZiIsIjgwMTQ4Il0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=f07b9400a11c9ecc
Think,William Copley,"American, 1919–1996",Male,1964,Oil on canvas,http://www.moma.org/collection/works/80600,http://www.moma.org/media/W1siZiIsIjgwNzQ2Il0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=44a33d0b7addbebd
Charing Cross Bridge,André Derain,"French, 1880–1954",Male,London 1905-06,Oil on canvas,http://www.moma.org/collection/works/79463,http://www.moma.org/media/W1siZiIsIjgwNzQ5Il0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=8d2dda377e51a463
Portrait of Joseph Roulin,Vincent van Gogh,"Dutch, 1853–1890",Male,"Arles, early 1889",Oil on canvas,http://www.moma.org/collection/works/79105,http://www.moma.org/media/W1siZiIsIjgwNzU2Il0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=042bc1451fcfbd87
"Evening, Honfleur",Georges-Pierre Seurat,"French, 1859–1891",Male,1886,"Oil on canvas, with painted wood frame",http://www.moma.org/collection/works/79333,http://www.moma.org/media/W1siZiIsIjgwNzYwIl0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=dcb643356f7754bf
Bed,Robert Rauschenberg,"American, 1925–2008",Male,1955,"Oil and pencil on pillow, quilt, and sheet on wood supports",http://www.moma.org/collection/works/78712,http://www.moma.org/media/W1siZiIsIjgwNzYzIl0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=7a3cd646589410bf
Shrimp Fishermen,Leonid (Leonid Berman),"American, born Russia. 1896–1976",Male,1937,Oil on canvas,http://www.moma.org/collection/works/80002,http://www.moma.org/media/W1siZiIsIjgzNjQiXSxbInAiLCJjb252ZXJ0IiwiLXJlc2l6ZSAzMDB4MzAwXHUwMDNlIl1d.jpg?sha=f96b960ec09ca3d2
Illumined Pleasures,Salvador Dalí,"Spanish, 1904–1989",Male,1929,Oil and collage on composition board,http://www.moma.org/collection/works/80021,http://www.moma.org/media/W1siZiIsIjI0MDkyOSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=00c90e091bbc782d
EM 3 (Telephone Picture),László Moholy-Nagy,"American, born Hungary. 1895–1946",Male,1923,Porcelain enamel on steel,http://www.moma.org/collection/works/78749,http://www.moma.org/media/W1siZiIsIjI0MjM2MiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=1ab03fd27b2c47e5
EM 2 (Telephone Picture),László Moholy-Nagy,"American, born Hungary. 1895–1946",Male,1923,Porcelain enamel on steel,http://www.moma.org/collection/works/78747,http://www.moma.org/media/W1siZiIsIjI0MjM2MSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=d19042d88e8baa36
Birds above the Forest (Oiseaux au-dessus de la forêt),Max Ernst,"French and American, born Germany. 1891–1976",Male,1929,Oil on canvas,http://www.moma.org/collection/works/79001,http://www.moma.org/media/W1siZiIsIjI0MjM2MyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=c7e8093a9b81cbc8
Composition VIII (The Cow),Theo van Doesburg (Christian Emil Marie Küpper),"Dutch, 1883–1931",Male,c. 1918,Oil on canvas,http://www.moma.org/collection/works/79189,http://www.moma.org/media/W1siZiIsIjI0MjM3MSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=9c3eb1a4c814a3c6
Painterly Architectonic,Lyubov Popova,"Russian, 1889–1924",Female,1917,Oil on canvas,http://www.moma.org/collection/works/78444,http://www.moma.org/media/W1siZiIsIjI0MjMyMSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=9743b8519c3da2eb
Painterly Realism of a Boy with a Knapsack - Color Masses in the Fourth Dimension,Kazimir Malevich,"Russian, born Ukraine. 1878–1935",Male,1915,Oil on canvas,http://www.moma.org/collection/works/80383,http://www.moma.org/media/W1siZiIsIjI0MjQ5NiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=92954ab28af685ce
"On the Cliff at Pourville, Clear Weather",Claude Monet,"French, 1840–1926",Male,1882,Oil on canvas,http://www.moma.org/collection/works/79549,http://www.moma.org/media/W1siZiIsIjI0MjQwNSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=56dd0159d7907dfc
"""Untitled""",Felix Gonzalez-Torres,"American, born Cuba. 1957–1996",Male,1991,Billboard,http://www.moma.org/collection/works/79063,http://www.moma.org/media/W1siZiIsIjI0MjU0MSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=274a1d1303d6a765
Composition,El Lissitzky,"Russian, 1890–1941",Male,1922,Oil and tempera on wood,http://www.moma.org/collection/works/80502,http://www.moma.org/media/W1siZiIsIjI0MjU4OCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=24fa52de534c06aa
"Berkeley, 46",Richard Diebenkorn,"American, 1922–1993",Male,1955,Oil on canvas,http://www.moma.org/collection/works/79075,http://www.moma.org/media/W1siZiIsIjI0MjU5MCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=444062d7f6f37d5b
Panel for Edwin R. Campbell No. 4,Vasily Kandinsky,"French, born Russia. 1866–1944",Male,1914,Oil on canvas,http://www.moma.org/collection/works/79452,http://www.moma.org/media/W1siZiIsIjI0MTQ0MyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=7dfaf1386474f51a
The Painter,Marlene Dumas,"South African, born 1953",Female,1994,Oil on canvas,http://www.moma.org/collection/works/101473,http://www.moma.org/media/W1siZiIsIjI0MTQ1OCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=e93e06c603e84012
Mauve District,Helen Frankenthaler,"American, 1928–2011",Female,1966,Synthetic polymer paint on canvas,http://www.moma.org/collection/works/80712,http://www.moma.org/media/W1siZiIsIjI0MTQ2OCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=a71b29df383907f0
Panel for Edwin R. Campbell No. 3,Vasily Kandinsky,"French, born Russia. 1866–1944",Male,1914,Oil on canvas,http://www.moma.org/collection/works/78320,http://www.moma.org/media/W1siZiIsIjI0MTQxMCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=e5d6a3b204dc13bd
Active Object,Willys de Castro,"Brazilian, 1926–1988",Male,1961,Oil on canvas mounted on wood,http://www.moma.org/collection/works/106710,http://www.moma.org/media/W1siZiIsIjI0MTQxMSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=b018a874604909ec
Panel for Edwin R. Campbell No. 1,Vasily Kandinsky,"French, born Russia. 1866–1944",Male,1914,Oil on canvas,http://www.moma.org/collection/works/78335,http://www.moma.org/media/W1siZiIsIjI0MTQxNCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=c2606e752a927bf8
Ondho,Victor Vasarely,"French, born Hungary 1908–1997",Male,1956-60,Oil on canvas,http://www.moma.org/collection/works/78452,http://www.moma.org/media/W1siZiIsIjI0MTQxNiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=c5052fb790ae6f30
Panel for Edwin R. Campbell No. 2,Vasily Kandinsky,"French, born Russia. 1866–1944",Male,1914,Oil on canvas,http://www.moma.org/collection/works/79450,http://www.moma.org/media/W1siZiIsIjI0MTYxMSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=7ed8e35e8e9707af
"Hope, II",Gustav Klimt,"Austrian, 1862–1918",Male,1907-08,"Oil, gold, and platinum on canvas",http://www.moma.org/collection/works/79792,http://www.moma.org/media/W1siZiIsIjI0MTYxMyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=196927dbf15ff34e
Comic Wedlock,Francis Picabia,"French, 1879–1953",Male,"Paris, June - July 1914",Oil on canvas,http://www.moma.org/collection/works/80656,http://www.moma.org/media/W1siZiIsIjI0MzcwMyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=4e4f293a707c1863
This Has to Do with Me,Francis Picabia,"French, 1879–1953",Male,c. June-July 1914,Oil on canvas,http://www.moma.org/collection/works/80657,http://www.moma.org/media/W1siZiIsIjI0MzcwNCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=1bb77bcc5cafe147
